typL,liczbaL,typS,liczbS,typP,liczbaP
konnica,261,konnica,122,piechurzy,90
artylerzysci,165,piechurzy,253,piechurzy,26
artylerzysci,228,artylerzysci,232,piechurzy,31
konnica,216,piechurzy,227,artylerzysci,17
piechurzy,462,piechurzy,56,piechurzy,10
artylerzysci,101,konnica,60,konnica,150
konnica,74,artylerzysci,293,konnica,68
artylerzysci,360,piechurzy,23,konnica,189
konnica,92,konnica,277,artylerzysci,45
konnica,273,konnica,225,piechurzy,1
piechurzy,189,konnica,159,konnica,230
konnica,253,artylerzysci,121,artylerzysci,106
konnica,227,artylerzysci,41,artylerzysci,237
konnica,453,piechurzy,14,piechurzy,6
artylerzysci,445,konnica,149,konnica,7
piechurzy,366,piechurzy,125,konnica,235
artylerzysci,149,konnica,39,konnica,205
konnica,444,artylerzysci,30,konnica,23
artylerzysci,157,konnica,105,artylerzysci,228
piechurzy,434,artylerzysci,262,konnica,82
artylerzysci,249,artylerzysci,97,artylerzysci,40
konnica,131,konnica,284,piechurzy,51
artylerzysci,315,piechurzy,204,piechurzy,75
konnica,205,konnica,9,konnica,47
artylerzysci,477,piechurzy,2,konnica,45
piechurzy,87,konnica,330,artylerzysci,26
piechurzy,193,konnica,290,artylerzysci,105
artylerzysci,24,konnica,61,piechurzy,14
piechurzy,98,piechurzy,321,piechurzy,229
piechurzy,258,artylerzysci,356,piechurzy,15
konnica,318,artylerzysci,77,artylerzysci,98
artylerzysci,466,piechurzy,33,artylerzysci,134
artylerzysci,386,piechurzy,79,konnica,165
artylerzysci,296,konnica,99,artylerzysci,169
artylerzysci,282,artylerzysci,235,konnica,58
piechurzy,41,piechurzy,289,konnica,280
konnica,359,piechurzy,37,konnica,18
artylerzysci,118,konnica,155,artylerzysci,75
piechurzy,258,piechurzy,115,artylerzysci,300
artylerzysci,184,artylerzysci,326,piechurzy,49
konnica,306,artylerzysci,52,piechurzy,152
artylerzysci,453,konnica,150,artylerzysci,11
konnica,375,konnica,8,konnica,61
piechurzy,96,piechurzy,54,piechurzy,260
piechurzy,443,artylerzysci,8,artylerzysci,129
piechurzy,238,piechurzy,122,artylerzysci,54
artylerzysci,114,artylerzysci,286,artylerzysci,150
artylerzysci,483,piechurzy,111,piechurzy,21
konnica,54,konnica,335,konnica,52
piechurzy,447,piechurzy,139,konnica,191
artylerzysci,273,piechurzy,157,piechurzy,20
piechurzy,180,artylerzysci,251,artylerzysci,109
konnica,53,artylerzysci,5,artylerzysci,270
piechurzy,276,piechurzy,355,artylerzysci,173
artylerzysci,110,konnica,299,piechurzy,95
piechurzy,40,piechurzy,249,piechurzy,42
konnica,252,konnica,86,piechurzy,90
konnica,500,konnica,1,konnica,1
artylerzysci,103,piechurzy,419,piechurzy,117
konnica,273,artylerzysci,159,piechurzy,44
artylerzysci,226,artylerzysci,52,konnica,129
konnica,316,piechurzy,84,konnica,87
artylerzysci,364,piechurzy,61,artylerzysci,44
piechurzy,173,piechurzy,173,artylerzysci,231
konnica,285,piechurzy,122,piechurzy,15
piechurzy,300,piechurzy,167,artylerzysci,80
piechurzy,255,piechurzy,132,piechurzy,288
artylerzysci,412,konnica,39,piechurzy,6
artylerzysci,139,konnica,321,artylerzysci,32
artylerzysci,153,konnica,117,konnica,105
konnica,163,piechurzy,320,artylerzysci,129
artylerzysci,316,piechurzy,121,artylerzysci,170
piechurzy,130,artylerzysci,133,konnica,124
piechurzy,20,artylerzysci,94,konnica,42
piechurzy,199,konnica,84,artylerzysci,312
piechurzy,221,piechurzy,389,artylerzysci,136
konnica,353,artylerzysci,134,konnica,28
artylerzysci,398,artylerzysci,198,artylerzysci,2
piechurzy,409,artylerzysci,41,konnica,110
piechurzy,488,artylerzysci,47,konnica,179
piechurzy,185,konnica,163,konnica,110
artylerzysci,270,artylerzysci,169,konnica,113
piechurzy,336,konnica,162,piechurzy,11
piechurzy,309,piechurzy,239,konnica,81
konnica,407,piechurzy,42,konnica,8
piechurzy,96,piechurzy,305,piechurzy,74
piechurzy,82,konnica,59,piechurzy,345
artylerzysci,310,konnica,205,piechurzy,49
piechurzy,94,artylerzysci,391,piechurzy,141
konnica,288,piechurzy,54,konnica,143
artylerzysci,465,artylerzysci,53,konnica,20
artylerzysci,1,piechurzy,459,piechurzy,83
piechurzy,413,artylerzysci,165,konnica,27
konnica,451,piechurzy,28,konnica,15
piechurzy,482,piechurzy,169,piechurzy,12
konnica,281,piechurzy,156,piechurzy,22
konnica,288,piechurzy,157,artylerzysci,14
konnica,124,konnica,213,artylerzysci,151
artylerzysci,331,artylerzysci,199,konnica,103
konnica,429,piechurzy,56,artylerzysci,11
artylerzysci,170,artylerzysci,69,piechurzy,194
artylerzysci,255,piechurzy,186,piechurzy,67
piechurzy,375,konnica,82,artylerzysci,133
artylerzysci,122,artylerzysci,266,piechurzy,35
artylerzysci,8,artylerzysci,428,piechurzy,23
piechurzy,243,konnica,285,artylerzysci,27
konnica,458,piechurzy,24,piechurzy,19
piechurzy,362,konnica,146,piechurzy,119
piechurzy,105,piechurzy,394,piechurzy,229
artylerzysci,165,konnica,357,konnica,9
piechurzy,67,artylerzysci,240,konnica,107
konnica,323,piechurzy,23,artylerzysci,156
piechurzy,481,konnica,89,artylerzysci,76
konnica,411,artylerzysci,86,piechurzy,7
artylerzysci,471,konnica,5,konnica,106
konnica,362,konnica,3,piechurzy,116
piechurzy,169,konnica,113,konnica,48
konnica,39,artylerzysci,108,piechurzy,236
konnica,317,piechurzy,185,konnica,45
artylerzysci,243,piechurzy,305,artylerzysci,116
piechurzy,427,konnica,6,artylerzysci,216
piechurzy,413,konnica,195,konnica,19
piechurzy,237,piechurzy,214,konnica,87
piechurzy,238,piechurzy,274,konnica,57
konnica,415,piechurzy,27,piechurzy,12
artylerzysci,64,konnica,412,konnica,41
piechurzy,220,artylerzysci,340,artylerzysci,93
konnica,440,piechurzy,32,konnica,31
konnica,132,piechurzy,8,piechurzy,247
piechurzy,141,konnica,136,artylerzysci,281
artylerzysci,354,piechurzy,3,piechurzy,58
piechurzy,493,konnica,69,artylerzysci,39
konnica,28,artylerzysci,345,piechurzy,48
konnica,345,artylerzysci,49,artylerzysci,100
artylerzysci,172,artylerzysci,48,artylerzysci,312
konnica,380,konnica,93,konnica,9
konnica,309,konnica,74,piechurzy,14
konnica,357,artylerzysci,108,piechurzy,6
artylerzysci,447,konnica,8,konnica,156
konnica,415,piechurzy,74,konnica,9
piechurzy,208,piechurzy,207,konnica,172
piechurzy,445,konnica,232,artylerzysci,14
piechurzy,442,piechurzy,192,konnica,3
konnica,308,artylerzysci,172,konnica,9
konnica,446,artylerzysci,4,konnica,7
artylerzysci,475,konnica,34,piechurzy,16
artylerzysci,388,artylerzysci,126,piechurzy,17
konnica,317,piechurzy,137,artylerzysci,4
konnica,295,piechurzy,35,konnica,151
artylerzysci,325,artylerzysci,253,piechurzy,28
piechurzy,9,artylerzysci,40,piechurzy,391
artylerzysci,200,artylerzysci,98,artylerzysci,83
artylerzysci,259,konnica,106,artylerzysci,159
konnica,213,piechurzy,87,piechurzy,19
konnica,212,piechurzy,174,piechurzy,181
konnica,148,piechurzy,44,piechurzy,201
piechurzy,462,artylerzysci,102,artylerzysci,112
piechurzy,47,piechurzy,386,konnica,272
piechurzy,424,piechurzy,158,konnica,121
piechurzy,448,piechurzy,201,konnica,110
konnica,256,piechurzy,37,artylerzysci,59
artylerzysci,364,artylerzysci,38,piechurzy,188
artylerzysci,203,piechurzy,111,piechurzy,277
piechurzy,270,piechurzy,261,konnica,87
piechurzy,384,konnica,202,artylerzysci,34
piechurzy,448,konnica,69,piechurzy,144
piechurzy,150,piechurzy,329,piechurzy,166
artylerzysci,180,konnica,108,piechurzy,53
piechurzy,314,piechurzy,212,piechurzy,93
artylerzysci,473,konnica,11,piechurzy,102
artylerzysci,205,artylerzysci,65,artylerzysci,210
artylerzysci,191,artylerzysci,338,konnica,90
konnica,89,piechurzy,333,artylerzysci,138
konnica,229,artylerzysci,53,konnica,97
piechurzy,286,artylerzysci,79,artylerzysci,197
artylerzysci,216,artylerzysci,159,artylerzysci,31
konnica,335,piechurzy,109,artylerzysci,50
artylerzysci,185,piechurzy,118,artylerzysci,62
konnica,281,piechurzy,62,piechurzy,101
piechurzy,148,konnica,307,konnica,49
konnica,117,artylerzysci,172,piechurzy,105
konnica,499,artylerzysci,1,konnica,1
artylerzysci,24,piechurzy,175,konnica,118
konnica,383,konnica,69,konnica,26
konnica,210,artylerzysci,263,artylerzysci,25
konnica,310,artylerzysci,99,artylerzysci,28
artylerzysci,134,konnica,296,konnica,78
konnica,502,konnica,1,konnica,2
artylerzysci,201,piechurzy,308,piechurzy,161
artylerzysci,61,konnica,264,konnica,125
artylerzysci,264,artylerzysci,282,piechurzy,77
konnica,315,konnica,46,konnica,64
artylerzysci,407,konnica,126,artylerzysci,21
konnica,65,piechurzy,204,konnica,5
piechurzy,405,piechurzy,98,artylerzysci,196
piechurzy,62,artylerzysci,195,artylerzysci,111
piechurzy,331,konnica,239,konnica,26
konnica,331,konnica,154,piechurzy,7
piechurzy,296,piechurzy,340,piechurzy,3
artylerzysci,145,piechurzy,90,konnica,259
konnica,275,artylerzysci,76,piechurzy,159
konnica,359,artylerzysci,68,artylerzysci,53
konnica,40,konnica,168,konnica,97
konnica,367,artylerzysci,42,artylerzysci,72
konnica,94,artylerzysci,360,artylerzysci,52
artylerzysci,493,piechurzy,31,artylerzysci,10
konnica,151,piechurzy,344,konnica,157
piechurzy,184,konnica,348,piechurzy,39
konnica,195,konnica,175,artylerzysci,9
konnica,357,artylerzysci,93,artylerzysci,8
konnica,138,piechurzy,24,piechurzy,337
piechurzy,30,piechurzy,181,piechurzy,165
konnica,493,konnica,1,piechurzy,2
piechurzy,399,konnica,234,artylerzysci,13
piechurzy,208,konnica,339,artylerzysci,57
piechurzy,383,piechurzy,233,konnica,71
artylerzysci,374,piechurzy,184,konnica,109
piechurzy,126,piechurzy,420,piechurzy,36
piechurzy,355,piechurzy,68,konnica,262
piechurzy,429,konnica,44,konnica,35
piechurzy,421,piechurzy,39,artylerzysci,34
piechurzy,6,konnica,149,artylerzysci,98
konnica,240,artylerzysci,252,piechurzy,24
piechurzy,234,artylerzysci,235,konnica,63
artylerzysci,240,artylerzysci,102,artylerzysci,151
piechurzy,393,konnica,233,konnica,5
artylerzysci,410,konnica,47,artylerzysci,62
artylerzysci,249,artylerzysci,243,artylerzysci,71
piechurzy,138,piechurzy,306,piechurzy,275
piechurzy,51,piechurzy,146,piechurzy,38
piechurzy,298,konnica,257,piechurzy,47
artylerzysci,208,piechurzy,291,konnica,104
artylerzysci,366,piechurzy,146,konnica,14
artylerzysci,177,konnica,127,konnica,29
artylerzysci,152,artylerzysci,260,konnica,91
piechurzy,42,konnica,361,artylerzysci,1
konnica,259,piechurzy,175,artylerzysci,119
konnica,272,piechurzy,160,konnica,103
konnica,305,konnica,23,konnica,109
artylerzysci,241,konnica,73,artylerzysci,168
konnica,173,artylerzysci,290,piechurzy,71
piechurzy,41,piechurzy,466,konnica,7
piechurzy,74,konnica,139,konnica,229
konnica,282,artylerzysci,60,piechurzy,99
konnica,487,konnica,5,artylerzysci,7
konnica,195,piechurzy,17,konnica,224
artylerzysci,73,piechurzy,146,piechurzy,18
konnica,409,artylerzysci,24,piechurzy,5
artylerzysci,39,piechurzy,371,artylerzysci,14
konnica,434,artylerzysci,21,konnica,1
konnica,293,piechurzy,209,konnica,17
artylerzysci,32,piechurzy,325,artylerzysci,220
piechurzy,113,piechurzy,97,piechurzy,24
artylerzysci,79,konnica,92,artylerzysci,245
konnica,100,piechurzy,267,artylerzysci,232
piechurzy,407,konnica,18,piechurzy,162
piechurzy,51,piechurzy,360,konnica,166
piechurzy,119,piechurzy,405,piechurzy,33
artylerzysci,209,konnica,53,piechurzy,26
konnica,232,artylerzysci,103,piechurzy,48
artylerzysci,467,artylerzysci,32,artylerzysci,89
konnica,287,artylerzysci,80,piechurzy,104
piechurzy,411,artylerzysci,176,piechurzy,2
piechurzy,493,konnica,116,konnica,89
artylerzysci,380,konnica,178,piechurzy,22
konnica,467,piechurzy,24,piechurzy,20
konnica,195,konnica,86,konnica,12
konnica,383,piechurzy,103,konnica,25
artylerzysci,308,konnica,81,artylerzysci,82
piechurzy,186,piechurzy,81,piechurzy,247
piechurzy,261,konnica,322,artylerzysci,47
piechurzy,198,piechurzy,350,artylerzysci,53
artylerzysci,477,konnica,76,konnica,6
piechurzy,248,artylerzysci,24,konnica,102
konnica,29,piechurzy,126,piechurzy,343
konnica,26,artylerzysci,388,piechurzy,25
piechurzy,405,artylerzysci,152,piechurzy,159
artylerzysci,245,piechurzy,208,piechurzy,80
artylerzysci,401,artylerzysci,28,artylerzysci,156
konnica,38,piechurzy,57,artylerzysci,8
piechurzy,183,konnica,309,konnica,86
artylerzysci,491,piechurzy,72,artylerzysci,75
piechurzy,399,konnica,31,piechurzy,123
konnica,337,piechurzy,159,piechurzy,67
artylerzysci,257,konnica,67,konnica,21
konnica,391,artylerzysci,69,konnica,44
konnica,55,konnica,107,konnica,315
artylerzysci,169,konnica,5,konnica,31
konnica,449,piechurzy,27,konnica,9
konnica,258,piechurzy,74,piechurzy,6
konnica,248,piechurzy,254,artylerzysci,91
piechurzy,138,piechurzy,174,piechurzy,159
artylerzysci,93,konnica,75,artylerzysci,308
piechurzy,406,artylerzysci,207,piechurzy,139
piechurzy,423,artylerzysci,71,konnica,219
artylerzysci,114,piechurzy,296,konnica,130
piechurzy,500,konnica,206,konnica,1
artylerzysci,208,piechurzy,146,konnica,221
artylerzysci,215,piechurzy,197,konnica,182
konnica,43,konnica,336,artylerzysci,26
piechurzy,30,piechurzy,18,piechurzy,245
piechurzy,436,konnica,204,konnica,68
konnica,402,artylerzysci,18,piechurzy,1
konnica,233,artylerzysci,69,piechurzy,1
artylerzysci,502,piechurzy,85,piechurzy,61
piechurzy,219,piechurzy,368,piechurzy,40
artylerzysci,53,piechurzy,228,konnica,46
piechurzy,284,artylerzysci,243,konnica,172
piechurzy,164,piechurzy,300,piechurzy,8
piechurzy,111,konnica,15,artylerzysci,177
artylerzysci,229,piechurzy,196,artylerzysci,193
artylerzysci,407,piechurzy,117,konnica,95
piechurzy,416,artylerzysci,37,piechurzy,148
konnica,271,piechurzy,46,piechurzy,24
piechurzy,352,piechurzy,104,piechurzy,225
konnica,103,artylerzysci,317,konnica,64
artylerzysci,300,konnica,53,konnica,180
piechurzy,212,konnica,178,piechurzy,25
piechurzy,319,piechurzy,283,konnica,129
artylerzysci,240,konnica,151,artylerzysci,153
artylerzysci,231,konnica,221,piechurzy,39
artylerzysci,490,piechurzy,79,artylerzysci,45
konnica,200,piechurzy,83,piechurzy,58
artylerzysci,156,konnica,32,artylerzysci,5
konnica,82,piechurzy,351,konnica,2
konnica,383,konnica,46,konnica,38
konnica,124,piechurzy,10,piechurzy,366
artylerzysci,183,piechurzy,37,artylerzysci,48
artylerzysci,362,piechurzy,80,konnica,146
piechurzy,310,konnica,330,piechurzy,9
piechurzy,46,piechurzy,148,piechurzy,296
konnica,72,artylerzysci,189,piechurzy,44
artylerzysci,135,konnica,30,piechurzy,130
piechurzy,295,piechurzy,214,konnica,193
konnica,350,artylerzysci,44,konnica,82
konnica,62,piechurzy,231,konnica,126
piechurzy,400,artylerzysci,24,konnica,13
konnica,498,konnica,4,konnica,2
piechurzy,345,artylerzysci,155,piechurzy,16
artylerzysci,50,artylerzysci,391,artylerzysci,28
piechurzy,437,piechurzy,141,artylerzysci,67
konnica,397,piechurzy,48,piechurzy,71
piechurzy,101,artylerzysci,81,artylerzysci,212
konnica,11,piechurzy,299,piechurzy,57
piechurzy,236,artylerzysci,304,konnica,37
konnica,93,piechurzy,54,piechurzy,129
artylerzysci,357,piechurzy,88,artylerzysci,13
konnica,32,konnica,164,konnica,148
konnica,182,piechurzy,262,artylerzysci,141
artylerzysci,237,piechurzy,53,artylerzysci,6
artylerzysci,480,artylerzysci,79,konnica,42
konnica,162,konnica,75,konnica,104
konnica,72,piechurzy,20,artylerzysci,145
piechurzy,191,piechurzy,129,piechurzy,29
konnica,192,artylerzysci,46,piechurzy,96
konnica,7,konnica,205,piechurzy,43
artylerzysci,91,piechurzy,324,piechurzy,194
piechurzy,232,konnica,9,piechurzy,208
piechurzy,157,artylerzysci,397,konnica,64
artylerzysci,496,piechurzy,104,piechurzy,54
piechurzy,423,konnica,4,piechurzy,285
piechurzy,232,piechurzy,230,artylerzysci,229
artylerzysci,131,artylerzysci,315,piechurzy,72
artylerzysci,269,artylerzysci,64,artylerzysci,68
artylerzysci,37,piechurzy,45,piechurzy,51
konnica,208,artylerzysci,148,konnica,106
artylerzysci,186,artylerzysci,317,konnica,84
piechurzy,225,artylerzysci,23,konnica,93
piechurzy,225,piechurzy,105,artylerzysci,333
piechurzy,214,piechurzy,181,konnica,265
artylerzysci,72,piechurzy,313,piechurzy,25
artylerzysci,163,artylerzysci,100,piechurzy,204
piechurzy,375,artylerzysci,269,piechurzy,30
artylerzysci,322,piechurzy,83,artylerzysci,96
artylerzysci,28,konnica,194,konnica,109
artylerzysci,149,artylerzysci,371,piechurzy,65
konnica,38,artylerzysci,27,piechurzy,343
konnica,66,artylerzysci,16,artylerzysci,179
piechurzy,370,artylerzysci,276,piechurzy,60
konnica,267,konnica,11,artylerzysci,127
artylerzysci,114,piechurzy,42,konnica,192
piechurzy,361,piechurzy,23,konnica,29
artylerzysci,322,piechurzy,174,piechurzy,5
konnica,428,piechurzy,25,piechurzy,22
konnica,228,konnica,154,piechurzy,115
piechurzy,434,konnica,137,artylerzysci,119
konnica,421,artylerzysci,35,artylerzysci,53
piechurzy,468,piechurzy,120,konnica,23
artylerzysci,104,artylerzysci,271,konnica,60
piechurzy,227,artylerzysci,59,piechurzy,174
artylerzysci,158,konnica,179,konnica,158
artylerzysci,56,artylerzysci,78,konnica,40
konnica,354,konnica,63,piechurzy,42
konnica,330,piechurzy,167,konnica,16
piechurzy,483,konnica,161,artylerzysci,39
konnica,449,piechurzy,41,konnica,23
piechurzy,200,piechurzy,249,artylerzysci,37
piechurzy,357,piechurzy,167,piechurzy,121
konnica,100,piechurzy,166,konnica,225
konnica,162,artylerzysci,307,artylerzysci,57
artylerzysci,393,piechurzy,168,artylerzysci,91
konnica,16,konnica,256,artylerzysci,94
artylerzysci,167,artylerzysci,370,artylerzysci,54
artylerzysci,357,konnica,54,piechurzy,146
konnica,195,artylerzysci,21,konnica,105
piechurzy,156,konnica,47,piechurzy,117
artylerzysci,193,konnica,117,konnica,204
piechurzy,229,piechurzy,16,artylerzysci,24
artylerzysci,358,artylerzysci,199,piechurzy,46
piechurzy,181,konnica,224,artylerzysci,176
artylerzysci,487,piechurzy,56,piechurzy,7
artylerzysci,211,piechurzy,261,artylerzysci,126
artylerzysci,113,piechurzy,11,piechurzy,235
konnica,59,konnica,236,piechurzy,202
piechurzy,32,artylerzysci,484,konnica,8
artylerzysci,337,piechurzy,101,piechurzy,70
artylerzysci,418,artylerzysci,94,konnica,36
artylerzysci,356,artylerzysci,143,konnica,101
piechurzy,79,artylerzysci,101,artylerzysci,7
piechurzy,187,konnica,309,konnica,91
piechurzy,98,artylerzysci,384,konnica,129
artylerzysci,98,piechurzy,15,piechurzy,129
piechurzy,87,piechurzy,421,konnica,67
konnica,128,konnica,168,artylerzysci,27
artylerzysci,179,piechurzy,248,artylerzysci,91
artylerzysci,492,artylerzysci,23,piechurzy,27
piechurzy,114,piechurzy,340,artylerzysci,259
konnica,153,artylerzysci,337,konnica,71
piechurzy,302,artylerzysci,143,piechurzy,94
artylerzysci,451,artylerzysci,70,artylerzysci,92
artylerzysci,358,konnica,124,artylerzysci,41
artylerzysci,29,piechurzy,167,konnica,206
piechurzy,410,konnica,41,konnica,218
konnica,448,piechurzy,45,piechurzy,19
piechurzy,347,piechurzy,80,konnica,50
konnica,480,konnica,2,piechurzy,16
konnica,64,artylerzysci,219,konnica,201
piechurzy,100,artylerzysci,243,konnica,86
konnica,303,piechurzy,183,artylerzysci,50
artylerzysci,322,artylerzysci,97,piechurzy,173
konnica,35,artylerzysci,307,piechurzy,19
artylerzysci,150,artylerzysci,361,konnica,61
artylerzysci,202,artylerzysci,231,konnica,154
artylerzysci,214,artylerzysci,297,artylerzysci,30
konnica,443,konnica,34,konnica,14
piechurzy,301,konnica,47,artylerzysci,125
artylerzysci,29,konnica,239,artylerzysci,153
konnica,218,artylerzysci,119,piechurzy,150
piechurzy,23,artylerzysci,415,artylerzysci,81
piechurzy,499,artylerzysci,166,konnica,110
artylerzysci,486,artylerzysci,105,konnica,32
piechurzy,497,konnica,226,piechurzy,24
konnica,82,piechurzy,183,piechurzy,292
artylerzysci,42,artylerzysci,77,artylerzysci,211
artylerzysci,401,konnica,201,piechurzy,2
piechurzy,502,piechurzy,133,piechurzy,32
artylerzysci,210,piechurzy,184,konnica,121
piechurzy,48,piechurzy,288,piechurzy,93
piechurzy,88,konnica,395,artylerzysci,10
piechurzy,390,konnica,198,piechurzy,48
piechurzy,129,artylerzysci,261,artylerzysci,198
konnica,501,artylerzysci,2,artylerzysci,1
konnica,130,piechurzy,80,konnica,293
piechurzy,480,piechurzy,138,piechurzy,146
konnica,500,konnica,1,artylerzysci,1
piechurzy,423,piechurzy,48,konnica,95
piechurzy,66,konnica,135,artylerzysci,303
piechurzy,44,piechurzy,23,artylerzysci,188
artylerzysci,412,artylerzysci,10,piechurzy,37
piechurzy,486,konnica,20,piechurzy,75
artylerzysci,491,piechurzy,56,konnica,20
piechurzy,362,piechurzy,285,piechurzy,87
konnica,145,artylerzysci,208,artylerzysci,4
konnica,220,artylerzysci,167,konnica,24
konnica,449,artylerzysci,33,piechurzy,7
